Subfolder,Index,Exact Match,F1-Score,METEOR
hybrid,0,0.0,0.0,0.05208333333333334
hybrid,1,0.0,0.0,0.04901960784313726
hybrid,2,0.0,0.11267605633802817,0.15728307813113468
hybrid,3,0.0,0.3333333333333333,0.1892744479495268
hybrid,4,0.0,0.34782608695652173,0.2724008058158886
hybrid,5,0.0,0.18181818181818182,0.13550106609808102
hybrid,6,0.0,0.6956521739130435,0.748385384622741
hybrid,7,0.0,0.33333333333333337,0.24061880606040248
hybrid,8,0.0,0.0,0.0
hybrid,9,1.0,1.0,0.12583892617449666
hybrid,10,0.0,0.0,0.0
hybrid,11,1.0,1.0,0.17201834862385323
hybrid,12,0.0,0.0,0.0
hybrid,13,0.0,0.14285714285714285,0.18339768339768342
hybrid,14,0.0,0.26666666666666666,0.2667993828255241
hybrid,15,1.0,1.0,0.0403225806451613
hybrid,16,0.0,0.12244897959183673,0.08992805755395686
hybrid,17,0.0,0.0,0.0
hybrid,18,0.0,0.0,0.0
hybrid,19,1.0,1.0,0.13586956521739132
hybrid,20,0.0,0.0,0.05208333333333334
hybrid,21,0.0,0.0,0.03012048192771085
hybrid,22,0.0,0.5,0.5381801400684497
hybrid,23,0.0,0.13559322033898302,0.12328838990609099
hybrid,24,0.0,0.3218390804597701,0.22163434022257558
hybrid,25,0.0,0.20512820512820512,0.2506484888701213
hybrid,26,0.0,0.19047619047619047,0.20667989417989424
hybrid,27,0.0,0.17910447761194026,0.138121546961326
hybrid,28,0.0,0.0975609756097561,0.08561643835616439
hybrid,29,0.0,0.3529411764705882,0.18220248287671237
hybrid,30,0.0,0.0,0.035714285714285726
hybrid,31,0.0,0.3125,0.26534446764091857
hybrid,32,0.0,0.5581395348837209,0.6429189086786873
hybrid,33,0.0,0.14705882352941177,0.5004824821852732
hybrid,34,0.0,0.40579710144927533,0.43460327455919406
hybrid,35,0.0,0.4,0.24030889600162583
hybrid,36,0.0,0.2666666666666667,0.1129518072289157
hybrid,37,0.0,0.5925925925925927,0.4771349862258953
hybrid,38,0.0,0.0,0.04694835680751175
hybrid,39,0.0,0.1111111111111111,0.12079005350960027
hybrid,40,0.0,0.14925373134328357,0.13979963570127507
hybrid,41,0.0,0.15094339622641512,0.20235942478257127
hybrid,42,0.0,0.5405405405405405,0.5059431724422443
hybrid,43,0.0,0.19999999999999998,0.12668918918918923
hybrid,44,0.0,0.0909090909090909,0.02976190476190477
hybrid,45,0.0,0.0,0.06024096385542171
hybrid,46,0.0,0.0,0.03759398496240602
hybrid,47,0.0,0.15384615384615385,0.20609452736318412
hybrid,48,1.0,1.0,0.1320422535211268
hybrid,49,0.0,0.0,0.0617283950617284
hybrid,50,0.0,0.24615384615384614,0.15909090909090912
hybrid,51,0.0,0.30952380952380953,0.3413226589117941
hybrid,52,0.0,0.45161290322580644,0.3293005026838204
